Timestamp,What name do you want to be listed as?,"What is your Mastodon handle (@user@instance.name)?

11/7/2022 11:25:37,Pierre Le Merre,@pierre_le_merre@mastodon.nu,"Prefrontal cortex, mouse, cognition",,Pierre Le Merre

11/7/2022 11:26:30,Geoffrey K Aguirre,@gkaguirre@fediscience.org,"vision, fMRI, migraine, photophobia, melanopsin",I am a neurologist and vision scientist. I study patients with fMRI.,gkaguirre

11/7/2022 11:29:33,Rosa Lafer-Sousa,@Rlaferso@mas.to,"Vision, perception, color, perceptual organization, functional organization, perturbation, optogenetics, behavior, psychophysics, ephys, fMRI, non-human primates","Postdoctoral Research Fellow at NIMH, Laboratory of Neuropsychology (Views are my own) ",@RozFranklin51

11/7/2022 11:40:20,Pranjal Garg,@neurogarg@sigmoid.social,"Learning, memory, systems and computational neuroscience, medicine",,@NeuroGarg

11/7/2022 11:43:31,Manuel Schottdorf,@mschottdorf@mastodon.social,"Calcium imaging, Neuropixel, Hippocampus, Manifolds",,@mschottdorf

11/7/2022 11:54:15,Eilif B. Muller,@NeuralEnsemble@fediscience.org,"neocortex, plasticity, dendrites, computational neuroscience, deep learning ","PI@Architectures of Biological Learning Lab, UniversitÃ© de MontrÃ©al / CRCHUSJ / Mila",@NeuralEnsemble

11/7/2022 11:56:48,Matt Perich,@mattperich@sigmoid.social,"Motor control, neuroprosthetics, computational neuroscience",,@mattperich

11/7/2022 11:58:53,Fabian Soto,@sotolab@mastodon.social,"computational neuroscience, cognitive neuroscience, learning, memory, generalization, vision, face perception",Computational cognitive neuroscientist. Interested in the influence of learning on object and face encoding,@SotoCCNLab

11/7/2022 12:07:06,Teixi,@teixi@mastodon.social,"ml, software engineering, data science, distributed systems, software deployments at scale.","Teixi is a Software Craftsman.

Global Distributed Systems enabling Embedded Devices in Personal, Home, or Industrial Solutions.

+++ #IoT #IIoT
---- #AI #AIoT

about.me/teixi",JaumeTeixi

11/7/2022 12:15:44,Anup Das,@NeuroAnup@mstdn.jp,"human intracranial eeg, cognitive neuroscience, traveling waves, signal processing, brain stimulation, neuroengineering, oscillations",,@NeuroAnup

11/7/2022 12:16:38,Max Kleiman-Weiner,@max@sigmoid.social,"reinforcement learning, cognitive science, behavior, social cognition, moral cognition","scientist building common sense machines. cofounder & ceo 
@CSM_ai priors: PhD @MIT, founder @Diffeo (acquired by Salesforce)",@maxhkw

11/7/2022 12:23:49,Ivan Skelin,@ivan_skelin@mastodon.social,"memory, electrophysiology, brain stimulation, data science",,@ivan_skelin

11/7/2022 12:28:40,Martijn Arns,@brainclinics@mstdn.science,"rTMS, QEEG, Stratified Psychiatry, Depression, ADHD, Neuromodulation, Apllied Neuroscience",Brainclinics Foundation,@Brainclinics

11/7/2022 12:42:15,Shahab Bakhtiari,@ShahabBakht@scholar.social,"NeuroAI, learning, visual perception ",,@ShahabBakht

11/7/2022 12:42:43,Bernhard Spitzer ,@BernhardSpitzer@mastodon.online,"Working Memory, Decision Making, Learning, EEG, Oscillations, fMRI","Interested in memory, decision making, and soul, the latter more in a musical sense. ERC- and Heisenberg PI @mpib_berlin",@BernhardSpitzer

11/7/2022 12:47:46,Leon Lotter ,@LeonDLotter@neuromatch.social,"multimodal neuroimaging, neurodevelopment, child and adolescence psychiatry","PhD student at Max Planck School of Cognition & JÃ¼lich Research Centre, Germany",@LeonDLotter

11/7/2022 12:50:11,Magdalena Kachlicka,@mkachlicka@sigmoid.social,"EEG, auditory neuro, attention, oscillations, language, sound",,@mkachlicka

11/7/2022 12:56:07,Akke Mats Houben,@akkemh@fediscience.org,"theoretical neuroscience, neuronal cultures, neurophysics, neuronal dynamics",PhD student at U. of Barcelona; foss enthusiast; (continental) philosophy aficionado; ,@akkemats

11/7/2022 12:59:20,Kaylee Gentry,@kmgentry@fediscience.org,Cancer Neuroscience,I am the lab manager of the Venkatesh Lab at Brigham and Women's in Boston,

11/7/2022 13:02:43,Sylvain Baillet,@sylvain_baillet@mastodon.online,"neuroimaging, MEG, electrophysiology, systems neuroscience, oscillations",,@sylvain_baillet

11/7/2022 13:06:05,Jonathan Lee,@DrJLCLee@mastodon.green,"memory, reconsolidation, destabilization, extinction, fear conditioning, addiction",University of Birmingham (UK),@DrJLCLee

11/7/2022 13:07:52,Marino Pagan,@marinopagan@mastodon.social,"Systems Neuroscience, Neurodevelopmental disorders, Computational Neuroscience",Neuroscience postdoc in the Brody Lab at Princeton studying the neural substrates of flexible decision-making. SCGB postdoctoral fellow and SFARI BTI fellow. (he/him),@marinopagan

11/7/2022 13:09:36,Francisco J. Parada ,@neuroparada@mastodon.social,"Cognitive electrophysiology, Mobile Brain/Body Imaging, 4E theories of cognition ","Director at Center for Human Neuroscience & Neuropsychology. Universidad Diego Portales, Santiago, Chile ",@neuroparada 

11/7/2022 13:19:35,Jo M,@neurojojo@c.im,"amygdala, mixed selectivity, decoding, naturalistic behaviors, dopamine, MATLAB","I have a law degree and I am also interested in current events, especially business markets and trends in academia. I deactivated my Twitter (goodbye 1,874 followers!) because I won't be part of a platform operated by someone who is outspokenly anti-union, minimizes sexism, and vocally supports Republican election candidates!",@neurojojo

11/7/2022 13:30:14,LÃ©o Varnet,@leoVarnet@qoto.org,"Speech perception, Auditory encoding",PI at ENS Paris,https://twitter.com/LeoVarnet

11/7/2022 13:36:23,Kaiwen Sheng,@KaiwenSheng@mastodon.world,"computational neuroscience, theoretical neuroscience, biophysics, dendrites, neural networks, AI",Research assistant at UCL,@KaiwenSheng 

11/7/2022 13:42:20,Michele Giugliano ,@meekeee@mastodon.social,"Cell electrophysiology, computational neuroscience, neuroengineering, noise, human neurons ","PI at SISSA, Italy ",@meekeee 

11/7/2022 13:43:23,Cecilia Martinez ,@neuroendocs@sciencemastodon.com,"Behavior, freely moving electrophysiology, arduino",,@neuroendocs

11/7/2022 13:47:43,Human Neuroscience Platform,@hnp_geneva@mastodon.online,"Mri, meg, virtual reality, eeg, nibs, tms",Scientitic platform for neuroscience,@hnp_geneva

11/7/2022 13:51:21,Guiomar Niso ,@guiomar@mastodon.online,"Neuroimaging, MEG, EEG, electrophysiology, open science, BIDS",,@GuiomarNiso

11/7/2022 13:57:18,Sam Cooler,@nonlinearities@sigmoid.social,"vision, retina, systems, computation, ML",Postdoc at Stanford,nonlinearities

11/7/2022 14:14:15,Marc Coutanche,@MarcCoutanche@mstdn.social,"cognitive neuroscience, memory, perception fMRI",Associate Prof at University of Pittsburgh,@MarcCoutanche

11/7/2022 14:16:29,Juan Gallego,@juangallego@sigmoid.social,"motor control, neurophysiology, computational systems neuroscience, behavioural neuroscience, brain-computer interfaces, neuroprosthetics",,@JAlGallego

11/7/2022 14:19:29,Camilla Nord,@camillanord@fediscience.org,"computational psychiatry, cognitive neuroscience, neuroimaging, brain stimulation, interoception",PI of the Mental Health Neuroscience lab at the University of Cambridge,@camillalnord

11/7/2022 14:36:39,Dan ,@TheMyoclonicJerk@med-mastodon.com,"Neuromuscular disease, bioethics, health law and policy, psychedlic therapeutics",,@d_larriviere

11/7/2022 14:37:26,Nancy Kanwisher,@NancyKanwisher@mas.to,"human brain, cognitive neuroscience, fmri ",Professor at MIT who studies the human mind and brain,@Nancy_Kanwisher

11/7/2022 14:42:01,Alex Kwan,@alexkwan@mastodon.online,"psychedelics, decision-making, dendrites, optical imaging",Associate Professor at Cornell,@kwanalexc

11/7/2022 14:44:38,Jeffrey C Erlich,@jerlich@qoto.org,"behavior, computation, decisions, economics, action, rodents","Group leader at Sainsbury Wellcome Centre, UCL",@erlichlab

11/7/2022 14:55:16,Jacques Pesnot Lerousseau ,@JacquesPesnotLerousseau@mastodon.social,"Neuroscience, cognition, learning, audition",Postdoc at Oxford University with C. Summerfield ,@JacquesPesnot

11/7/2022 14:57:32,Tim Allen,@AllenNeuroLab@mastodon.social,"Hippocampus, thalamus, prefrontal cortex, memory","Director of the Neurocircuitry & Cognition Lab, FIU",@AllenNeuroLab

11/7/2022 15:12:38,Wendy Feng,@wendyfyx@sigmoid.social,"neuroimaging, diffusion MRI, tractography, deep learning, deep generative models ","I'm second year Neuroscience PhD student at USC. My research is focused on deep learning methods for tract-based diffusion imaging analysis, to help understand changes in white matter tracts in Alzheimerâs and Parkinsonâs disease progression. 
Methods wise, I'm interested in the application of generative models for better interpretability.",@wendyfyx

11/7/2022 15:19:27,Sara Hijazi,@s_hijazi@mas.so,"Slice physiology, memory, oscillations, inhibitory networks",,@Shijazii

11/7/2022 15:25:06,Felix Taschbach,@felixht@mastodon.social ,"computational neuroscience, computational neuroethology",PhD Student at UCSD | Salk with Kay Tye and Marcus Benna,https://twitter.com/felixtaschbach

11/7/2022 15:30:32,Jens Hjerling Leffler,@hjerlingleffler@mastodonsweden.se,"Transcriptomics, psych, development",,@hjerlingleffler

11/7/2022 15:39:47,kuron,@neuron@qoto.org,"fMRI, diffusion imaging, brain plasticity, sensory systems, cognition",,

11/7/2022 15:45:47,Malka Svei,@MalkaSvei@fediscience.org,"Neuromodulators, neural circuits, prediction error, nucleus Accumbens ","Graduate student in  Hyungbae Kwon Lab , Johns Hopkins Neuroscience ",MalkaSvei

11/7/2022 15:48:24,Josh Corbett,@joshcorbett@mastodon.social,"Cognitive neuroscience, perceptual neuroscience, fMRI",Masters student interested in all thing perception and cognitive neuroscience!,@jc1100011

11/7/2022 16:04:40,Jeremy Forest,@jeremy@scholar.social ,"computational neuroscience, learning, memory, neuromorphic, NeuroAI, olfaction",Postdoc @CPLab,@jerem_forest

11/7/2022 16:16:48,Sama H. Najm,@user@instance.Sama01,"bci , neurotech , tvB",just a brain hacker !,Sama_Books

11/7/2022 16:16:58,Amar Ojha,@amar@mastodon.world,"fmri, adolescent development, cognitive control, emotion regulation, psychopathology ",PhD neuroscience student at the University of Pittsburgh ,@aojha7

11/7/2022 16:21:23,Jeremy Manning,@jeremyRmanning@mas.to,"memory, networks, dynamics, computational, education technology, models",,@jeremyRmanning

11/7/2022 16:23:51,Kait Clark,@kaitclark@mastodon.social,"visual attention, EEG",,DrKaitClark

11/7/2022 16:43:01,Lisa Giocomo,@giocomo@mastadon.online,"Memory, navigation, cortex, learning",Associate Professor of Neurobiology at Stanford University,@lisa_giocomo

11/7/2022 16:50:31,Eloy Geenjaar,@egeenjaar@mastodon.social,"neuroimaging, computational neuroscience, mental disorders, deep learning",,eloygeenjaar

11/7/2022 16:59:00,Tian Season Qiu,@seasonqiu@sigmoid.social ,"dynamical system, reinforcement learning","I am a research trainee at Sjulson's Lab, Albert Einstein College of Medicine. I develop quantitative tools for studying learning and attention.",@SeasonQiu

11/7/2022 17:10:54,Zahraa Chorghay,@fiery_zarzar@qoto.org,"live imaging, circuit development and refinement, cellular interactions, neuron-glia, brain-body","studied myelination and NMDAR in early circuit development using confocal and two-photon microscopy for my PhD at McGill. currently a science communicator, open to research opportunities in supportive science communities.",@fieryzarzar

11/7/2022 17:31:29,Josh Martin,@jpmantis@mastodon.social,"Neuroethology, motor control, neuromechanics, motor planning, insect, vision, comparative",Asst. Professor at Colby College,@jpmartinsci

11/7/2022 18:10:07,Hwamee Oh,@hwamee_oh@mastodon.online,"visual cognition, memory, cognitive aging, Alzheimer's disease, neuroimaging, fmri, PET","associate professor at Brown University, cognitive and translational neuroscientist, aging and memory disorder researcher",@hwamee_oh

11/7/2022 18:14:53,Ilenna Jones,@ilennaj@fediscience.org,"single neuron computation, dendrites, deep learning",African-American Woman in Neuro,IlennaJ

11/7/2022 18:38:50,Saeedeh Sadeghi ,@Saeedeh@qoto.org,"Affective Neuroscience, cognitive neuroscience, interoception, computational modeling, time perception ",PhD candidate at Cornell,@ SdSadeghi

11/7/2022 18:43:13,Jay Hennig,@jhennig@mathstodon.xyz,"computational neuroscience, brain-computer interfaces, learning",,@jehosafet

11/7/2022 18:52:32,Vince Calhoun,@vcalhoun@fediscience.org,"networks, dynamics, multimodal fusion, analysis, signal processing, machine learning, neuroinformatics, blind source separation, independent component analysis, magnetic resonance imaging",,@vdcalhoun

11/7/2022 18:52:37,Venkatesh Murthy,@NeuroVenki@sciencemastodon.com,"neural circuits, olfaction, navigation, neurotheory",,@NeuroVenki

11/7/2022 19:12:14,Brian DePasquale,@briandepasquale@mastodon.online,Computational neuroscience,,briandepasquale

11/7/2022 19:20:14,Marina Garrett,@matchings@qoto.org,"Visual system, cell types, learning and behavior ",,@matchings

11/7/2022 19:34:48,Rohini Murugan,@rohmurug@mstdn.social,"language network, fMRI",Grad student at Emory,@paarivendhi

11/7/2022 19:45:38,Kenji Lee,@kenji@fediscience.org,Cognitive and computational neuroscience of decision-making in prefrontal cortex,Ph.D. student in neuroscience at Boston University,@kenjiericlee

11/7/2022 19:53:14,David Baranger ,@David_Baranger@fediscience.org,"Substance use, genetics, alcohol, reward, fmri, development ",,@David_Baranger

11/7/2022 20:08:45,Ben S. Huang,@ben_s_huang@mastodon.online,"Cortical network dynamics, neuron-glia interactions, in vivo imaging & electrophysiology, neuropsychiatric disorders ",Neuroscience/Psychiatry faculty @ Weill Cornell Medicine,@ben_s_huang

11/7/2022 20:34:05,Andrew Lynn,@andrewclynn@mastodon.online,"Development, cognition, attention, mathematics, fMRI",,@AndrewCLynn

11/7/2022 21:01:11,Danny Garside,@da5nsy@fosstodon.org,Colour vision,,da5nsy

11/7/2022 21:08:20,Duncan MacGregor,@blueapex@mas.to,"neurophysiology, neuroendocrinology, systems, modelling, AI, hormones","Computational Neurophysiologist, Lecturer (Assistant Professor) at the University of Edinburgh",@blueapex

11/7/2022 21:33:22,Meredith Schmehl,@MeredithSchmehl@mas.to,"auditory, multisensory, audiovisual, systems","science policy, science communication",@MeredithSchmehl

11/7/2022 21:35:21,Ethan Blackwood,@ebbwood@qoto.org,"learning, dynamics, transfer",Grad student at Penn,@ebblackwood

11/7/2022 21:43:35,Sigi Weisenburger,@sigi@scholar.social,"imaging, microscopy",,@weisenburgers

11/7/2022 22:08:34,Philippe Domenech,@pdomenech@mastodon.online,"computational neuroscience, decision-making, executive functions, iEEG, DBS, VNS, Psychiatry",,@PhilippeDOMENE2

11/7/2022 22:12:45,Aedan Li,@AedanLi@fediscience.org,"neuroimaging, cognition, memory, perception, concepts, artificial neural networks",,@AedanLi

11/7/2022 22:20:50,Brian Xu,@brianxu@qoto.org,"vision, multisensory, perceptual inference, 3D",,@zxbrianxu

11/7/2022 22:21:58,Nathaniel Himmel,@natehimmel@ecoevo.social,"Sensory systems, ion channels, molecular evolution",,@natehimmel

11/7/2022 22:27:41,Sweta Banerjee ,@SwetaBioX@qoto.org,Deep learning in computational neuroscience ,"PhD student at the Leibniz Institute for Analytical Sciences, Dortmund, Germany ",@SwetaBioX

11/7/2022 22:29:02,Kristin Barry,@ActuallyDrBarry@aus.social,"auditory neuroscience, electrophysiology, neuroanatomy, physiology, imaging ",,@ActuallyDrBarry

11/7/2022 22:35:39,Harsh Srivastava,@scifreak@qoto.org,"Cognition, behaviour",Medical doctor | Aspiring neuroscientist ,www.twitter.com/_telomerase

11/7/2022 22:45:39,Mark Histed,@mark_histed@fediscience.org,"cortex, neural computation, brain stimulation, recurrent networks, decision-making","(https://irp.nih.gov/pi/mark-histed, for identification purposes only)",mark_histed

11/7/2022 22:56:04,Danai Riga,@danai_lama@nerdculture.de,"Ephys, locus coeruleus, stress, ","Postdoc @meyelab, NL",@dan_ai_lama

11/7/2022 22:57:01,Max Schelski,@maxschelski@mastodon.online,"Computational Neuroscience, Cell Biology, NeuroAI",,@maxschelski

11/7/2022 23:02:42,Uri Hertz ,@uhertz@mstdn.social,"Social learning, reinforcement learning, multi agent ",Senior Lecturer at the university of Haifa,@uhertz

11/7/2022 23:07:16,Natalie Peluso,@nataliepeluso@fediscience.org,"oscillations, respiration, affect, volition",Was a pro opera singer for waaaaaay too long,@nataliepeluso

11/7/2022 23:07:18,BjÃ¶rn Brembs,@brembs@mastodon.social,spontaneous  behavior and operant learning,Open Science,@brembs

11/7/2022 23:08:13,Joaquin Navajas Acedo,@mads100tist@mastodon.social,"Developmental biology, Zebrafish",Postdoc in the Schier Lab (Biozentrum). Google Scholar in my Mastodon bio ,@mads100tist

11/7/2022 23:18:54,Social Neuroscience Lab LÃ¼beck ,@SNL_Luebeck@mstdn.social,"affective neuroscience, fMRI, computational modeling",,

11/7/2022 23:19:59,Jonas Rubenson,@Jonas@sciencemastodon.com,neural control of movement; neuromechanics; muscle mechanics,,@JonasRubenson

11/7/2022 23:26:59,Benjamin Kanter,@beneuroscience@qoto.org,"memory, learning, dynamics, behavior",,@beneuroscience

11/7/2022 23:34:51,Alexis BÃ©dÃ©carrats ,@alexisbedecarrats@mastodon.social,"Neurophysiology, identified neuronal network ",Learning and memory in Aplysia ,@alexisbedecarr1

11/7/2022 23:36:21,SPARK,@spark@genomic.social,Transcriptomic regulation in early developmental stages in neural stem cells,Molecular Biologist interested in genomic and transcriptomic spatiotemporal regulation in cell identity and function,twitter.com/xmolbio

11/7/2022 23:37:30,Philipp Paulus,@pcpaulus@mastodon.social,"neuroimaging, memory, learning, schema, representations",,@pauluspc

11/7/2022 23:58:02,James Kilner,@JamesKilner@scicomm.xyz,"interoception, social neuroscience, imaging, oscillations, movement, somatosensory",Research Scientist at UCL,@jamesKIlner

11/8/2022 0:27:30,David Quiroga,@neuro_david@fediscience.org,"iEEG, imagery, oscillations, ECOG, music, auditory neuroscience, MEG",,@dariquima

11/8/2022 0:27:58,Adithya Sarma,@sarmaadithya@drosophila.social,"neurogenetics, evolutionary biology, learning and memory, optogenetics, memory engrams, sleep deprivation","Doctoral student in Neurosciences and Evolutionary Biology at University of Groningen linking sociability, sleep, and memory in mice & fruit flies.",@sarmaadithya

11/8/2022 0:38:56,Claire Dussard,@claire_dussard@mastodon.online,"Neurofeeedback, beta oscillations","Cognitics engineer, PhD candidate at Paris Brain Institute, working on EEG neurofeedback & Brain Computer Interfaces ð§ ð»
Beta modulation and motor imagery ð",@ClaireDussard

11/8/2022 0:46:22,Eva Candal,@eva_candal@fediscience.org,"neuroscience, evodevo, developmental biology, neuroanatomy, neurogenesis, adult neurogenesis, shark, brain, retina","I am a Professor of Developmental Biology @ USC (Santiago de Compostela, Spain) and I coordinate the NEURODEVO group.
Currently studying evolution and development of brain subdivisions and evolution of neurogenesis by using elasmobranch fish as an animal model.",@eva_candal

11/8/2022 1:15:08,Jon Simons,@jonsimons@mstdn.social,"cognitive neuroscience, memory, fMRI, brain stimulation",,@js_simons

11/8/2022 1:16:27,Tjeerd Boonstra,@tjeerdboonstra@mstdn.social,"EEG, motor control, functional connectivity, network analysis",,

11/8/2022 1:23:20,Dion Henare,@dionhenare@mastodon.nz,"visual attention, EEG, cognitive neuroscience, cognition","Lecturer in psychology at AUT. Interests include visual attention and distraction; EEG, python, R.",@dionhenare

11/8/2022 1:24:50,nila,@OnceMagicBrainEel@qoto.org,"connectomics, neuroanatomy, olfaction, zebrafish (adult)","postdoc @FMI, Basel",@BionicCamel

11/8/2022 1:38:18,Nadine Spychala,@nadinespy@mstdn.social,"computational/theoretical neuroscience, complex dynamical systems",,https://twitter.com/NadineSpychala

11/8/2022 1:46:53,James Dowsett,@James_Dowsett@fediscience.org," brain stimulation, oscillations, mobile EEG, consciousness",,@James__Dowsett

11/8/2022 2:19:23,Antoine Coutrot,@antoinecoutrot@mas.to,"eye-tracking, spatial navigation, artificial intelligence, visual attention",CNRS researcher,@antoine_coutrot

11/8/2022 2:43:25,Matteo Lisi,@mlisi@nerdculture.de,"Computational cognitive science, perception, decision-making, eye-movements",I have a website: https://mlisi.xyz/,@mlisi6

11/8/2022 3:19:18,Phil Rivera,@Phdrivera@qoto.org,Psychoneuroimmunology ,Native (Natchez),@phriveraD

11/8/2022 3:25:30,Leonardo Novelli,@leo_novelli@mathstodon.xyz,"networks,information theory,dynamical systems,connectomics,complex systems","Research Fellow @MonashUni  ð¦ðº Interested in complex networks, information theory, and brain connectivityð§ ",@novelli_leo

